Frame,Distance1,Distance2,AngleChange1,AngleChange2,Distance_h1,Distance_h2,Distance_v1,Distance_v2
0,0.0002729575167846423,0.0009935803586486637,1.1086532380115671e-05,8.402067192745524e-05,0.0003571990939550667,0.00012582719804741396,0.03480795871442224,0.07810270468153416
1,0.001172447064959628,0.00024604058069758756,0.00017241595791666947,-4.085935583054432e-05,0.0012343596445408133,9.1552734375e-05,0.010850544107243378,0.03241144954863747
2,0.20759398078589794,0.1946901897716092,0.007442114770101785,-0.03406705882779201,0.2468340879051962,0.15808487228438106,7.684716898416685,0.3778017798544406
3,0.24599373011042217,0.1597865536326384,0.010207615024993077,-0.024905325326017073,0.29331233698941783,0.17876321257347264,0.041526508882232194,0.4292318225407136
4,0.0001220703125,0.0005758045124546267,-4.251528179502594e-06,1.2499073604735207e-05,0.02672902598397291,0.0007143981879101334,0.07773232741963622,0.14790172255159692
5,0.1428880849605197,0.11594035600090351,-0.004189177725673342,0.018956762146972984,0.1700800701909762,0.11309425771409032,0.23810145660737997,0.4753020338013454
6,0.08561133129421071,0.07275482791598462,-0.005605807516024812,0.011440540172653025,0.1196418949783176,0.0805343332895733,0.14183468394229812,0.3059621216916392
7,0.0003712623614683972,0.0001856311807341986,-2.2540083210629838e-05,-2.1959930873888935e-05,0.00048828125,0.0004658306128684615,0.007677949891453543,0.5924069750266697
8,0.0003860202221885229,0.0003712623614683972,3.232764424505316e-05,3.259770675559745e-05,9.1552734375e-05,0.0003712623614683972,0.006405809583313557,0.5992837108478586
9,0.253018661815318,0.31079341291175777,0.014433617910965358,-0.03470164401243792,0.16755783751868786,0.12670745922192397,0.13781965475230695,0.41800705564854773
10,3.6238875927722596,3.692643944062795,-0.42624495843057314,-0.3550502746519371,8.08793902785698,8.461350315606518,0.14428657222622,2.058780802818835
11,0.21915341542226388,0.18800793829857623,-0.019240788970923753,0.03288273354259254,0.15849638766709845,0.10323725013459029,0.18539390846496345,0.4951052090552066
12,0.18656406659118696,0.13835389995565997,-0.01461652902244839,0.02408914460438605,0.11558212326192083,0.07752582139118556,0.09184162941763545,0.3745458555019502
13,0.25704776890553876,0.17315673828125,0.04223144764769583,-0.014668234340835713,0.02918559238073149,0.0002516543960948279,0.0002729575167846423,0.00079345703125
14,8.245568143500684,11.868773194076512,1.2044137611488925,1.9906356622018357,0.03786074256394963,0.0008566692411876342,0.055506851403275125,4.357363813330618
15,0.19619123193971402,0.16875533353801034,-0.025329236500165324,-0.006181252670121484,0.2399469920693208,0.06329867305617151,0.276145024626815,0.16415213225461603
16,5.094119367561716,11.264378455059711,0.8505460805471708,1.955920047582197,8.256192605872156,8.199651717214808,0.004634363046059051,0.19776646138590243
17,0.3179495812714014,0.1450722466933111,-0.050226643693906566,-0.0008442271129815415,0.13061369779164253,0.09668246178547914,0.14408292786920812,0.22716639046804982
18,0.21143706646197394,0.24929798176184143,0.012771309324050907,-0.008175160266480607,0.16086071332974128,0.134349404852679,0.23979905518542852,0.23941123091855723
19,0.6043577768895486,0.000152587890625,-0.10108581748455546,8.091438078058234e-06,0.08821842207089269,0.06858674112412504,0.1235901244905619,0.18540041312940178
20,0.11100548286471458,0.12747537226050268,-0.006815870221971536,-0.021507212022724837,0.14882730448739456,0.06972865921629307,0.3028997477420364,0.21170610340818208
21,0.150206081068831,0.16530146138756938,-0.0047599121418620055,-0.027092209321184474,0.21479347681182503,0.11667195404650844,0.12527548678480727,0.2991929476397214
22,0.11071191875283219,0.023317107295053218,0.0156345397651664,-0.002984156300744461,0.19168873057189642,0.018310546875,0.26116107143246814,0.569903203986528
23,4.533486516838985,5.126811056893512,0.3897394563617323,-0.20288572938588875,0.1527395364616069,0.007222357377036831,7.6178137180973025,7.235426075629295
24,0.1116715871856042,0.05865100606281472,-0.012922795814704825,0.006559330380556519,0.10318987803228813,0.07207485096812181,0.10956742174350666,0.25128570397847205
25,0.1359679177113448,0.19789288193853535,-0.01614080445771286,0.03434549673765944,0.1040237121349209,0.1077941037460599,0.22277223529735643,0.6565935762514191
26,0.07059488283103721,0.11780325921647014,-0.008411655445079396,-0.019551505039188278,0.027853037619884363,3.0517578125e-05,0.09794785310941138,0.402516929613985
27,0.07788872753805084,0.06339331817171481,0.002545022383076901,-0.008433407063022915,0.26516549251095833,0.09768348790830146,0.6933649489589451,0.3739089392164025
28,0.09976298511689734,0.14285307005894413,0.00013396699439360176,-0.021805115622613846,0.1338919397194533,0.14232607994574456,0.000438607249505762,0.12943950807071974
29,0.03222060871035283,0.04670437913922839,0.0053302899562524,0.005359120854405741,0.1159133346196925,0.022399569724625135,0.08444568523532082,0.02713484664044923
30,0.01982327538862473,0.0315325598770743,0.00324766098263411,0.0037397542994330566,0.10213390870645125,0.010932323388824067,0.3714054376968998,0.019544978085571714
31,3.4965242195437494,3.162145253331934,0.4981592004851942,0.019130831394417618,0.14441832435268825,0.20788655082110807,7.6632026642222355,2.8094613773785584
32,0.13962982960751993,0.00013647875839232116,-0.020674549612114807,-1.1359946699127695e-05,0.10622164211084373,0.14022825488068624,0.0009175595934065496,0.27079597851318316
33,0.14721760662608976,0.10705018763524618,-0.000572998161748622,-0.018386809465978645,0.16393995533503164,0.1411299151216362,0.19910667551191616,0.4384190069201526
34,0.18839717833722844,0.1638664169429808,0.002091031801133764,-0.027587233883715732,0.20627038522606228,0.19972268348670832,0.19425134054526902,0.5977280797989599
35,0.01380042539991311,0.01746728175924645,-0.0022700898634206573,-0.003090329265706606,0.015045661221724729,0.0004967901793243319,0.2113497689107344,0.843406413022356
36,0.025448073905201925,0.07320813341014842,-0.003758265383472104,0.011831827470064863,0.02957052538151375,0.00017263349150062197,0.21837548263578663,0.2557185418795797
37,0.18557457968021746,0.19445676258404465,-0.009719837817705008,0.027693207242333068,0.198446828236184,0.05997387407892967,0.3444247601582349,1.0559650471992594
38,0.957432783322271,1.0394683637688258,0.045335680425399795,-0.1745048325855669,8.478344374032016,8.247403221119033,0.21615883064497765,0.7978618719212301
39,9.04803843091671,9.234865811590206,1.2781637051076131,1.5098738783586616,6.103515625e-05,0.00012582719804741396,0.1580964535799189,5.808719700343728
40,0.1883385108205135,0.12354245371618766,0.01099618820608869,-0.020696465238844775,0.18152495772478552,0.11257961042563838,0.155879412890599,0.43750853189595984
41,0.397325952088551,0.2458579451237868,0.028668917745095127,-0.04000755575071068,0.3764038135422789,0.25168413581629323,0.32536144826499397,0.7736117739803477
42,0.0,0.00012582719804741396,0.0,-2.0816769930834517e-05,0.00037251451464031073,0.00013647875839232116,2.6702880859375e-05,0.00017263349150062197
43,0.27719454042466884,0.15508371434360513,-0.02447215138968007,0.023707213547276007,0.2100974770084449,0.13784938335993357,0.25977913300656663,0.48453349934990436
44,0.24599385126113213,0.09331724501143465,-0.022078914126907063,0.014687601813522182,0.1322551173843023,0.10015216831721734,0.1873893753032965,0.4038460332449796
45,0.017701563289001538,0.12173966832183959,-0.002000717581319509,0.018971122867729208,0.25959094527414617,0.00037748159414224185,0.054066202679114356,0.05201846294963249
46,0.8256434290415211,6.241795154306661,0.059488329299334265,1.0918572489346083,8.308014082819387,8.407235928199134,0.16915211671550104,0.09259395303102057
47,0.23716200946645946,0.08933562178195265,0.020693970977865923,-0.013545040482299976,0.19720103840063682,0.0998882056232229,0.09239353382175683,0.5107664755303277
48,0.14420070739911856,0.11408308313763539,0.0008850264068485368,-0.019623865544608557,0.2652032902077154,0.15677293055790728,0.1872084075311911,0.39706892697251583
49,0.19403516795005316,0.0003300980781979971,-0.00962904285980183,-4.5932797198797576e-07,0.00030056328740832837,0.14133301624713873,0.10616683694394626,0.12551891383474892
50,0.1361798291446627,0.24946334728319383,-0.004085838053180305,0.04275882652215729,0.5786110511769001,0.1405463031600252,0.2814833716742024,0.7474418563939106
51,0.09695948946440718,0.03962704875535344,0.016119315290598686,-0.001468419474149197,0.0006133957288281793,0.052008122539355404,0.006588281471155634,0.008535543472270507
52,0.1311773309033071,0.05691865394572033,0.020960276983219617,-0.0033192085417891397,0.000244140625,0.06615130487599945,0.005892057712654153,0.010219151771883166
53,3.3569388988106166,3.610774059225147,0.35760391212183806,-0.07268053958813186,0.1853397744493184,0.0652525553810392,7.766297368146641,8.68993178730022
54,0.23180895216863198,0.24794175518772735,-0.0010377084297689982,-0.03657041834178942,0.22863552827719535,0.0677908278698445,0.4458777958273486,0.3218388650573265
55,0.15472550551417738,0.188052178955082,-0.0031599395949482687,0.03138349648191008,0.21864081322958961,0.1109038180946939,0.24768506730547643,0.49772521833105277
56,0.12267709603506206,0.14796468131464494,-0.004889528449277717,0.022388249510012125,0.15146333655585742,0.06872732048488286,0.16317676786784444,0.2722193696452132
57,0.0001220703125,0.008302800549997436,5.688468114951506e-06,0.00047093284768168003,0.02347769866199829,0.02612418769413171,0.043546947937717136,0.09329941871355682
58,0.0002729575167846423,0.00786554685378783,-3.312222281019797e-05,-0.0004072909095165532,0.022287946521353248,0.00022006538546533137,0.06319098474536443,0.10294336810754205
59,2.8593525755372955,2.901526129454332,0.34799812752120174,-0.0998870863149666,0.23121499621461722,0.10376601705231521,7.884958259558507,0.9215078916051357
60,0.12128699173441916,0.2066567132560456,-0.005553616163996584,-0.020224436281717554,0.24192991132729239,0.12467038386087001,0.25328102898327925,0.17149381198854827
61,0.1260783058171826,0.21966684377603876,-0.01730403595292649,0.03184827608504926,0.20144964688741887,0.1444182630892276,0.16498686808764346,0.6254094332476422
62,0.09349982339286445,0.1526230824896418,-0.013313848221709633,0.022563821004473683,0.1780095982456771,0.11943867798134003,0.12477205498198941,0.5080287179601635
63,0.000244140625,0.05034937981845787,1.1531305157450983e-05,-0.008884734903736851,0.003571990939550667,0.000244140625,0.16559925322219232,0.14331866993538597
64,0.00018310546875,0.08983206154629171,-2.8919032982223346e-05,0.008996007125560932,0.003565336144170233,6.103515625e-05,0.16619534091526023,0.1603490088163073
65,0.3737816489735555,0.242025829005745,0.04073961292435212,-0.039814921214407564,0.37354918310220075,0.23206560293201559,0.368915543562475,0.839221140269141
66,0.14865338788375668,0.18514803383299225,0.01777518795819791,-0.012304409276321147,0.13694642047824498,0.07459660390828833,0.10908745649580773,0.2338437815458059
67,14.93424306024678,10.572102386339132,1.9728900136118717,1.608836847083952,8.857433271979051,8.208631014666716,0.23776373867767903,6.373533656731577
68,0.12108519739281327,0.1334755698265649,-0.015908424236478088,0.01965894973186659,0.1845499789426128,0.08767557325570055,0.2338793631225238,0.35578494104808644
69,0.06294201475010398,0.10098489785977594,-0.009612903126988955,0.01179402550290263,0.10092934531968742,0.04538357890094814,0.16636467665526464,0.29822107751228444
70,0.06956275590470808,0.06244112012915137,0.004590222204014702,-0.010209528488330857,0.07828650470236789,0.05953844187189923,0.09229390573401344,0.19901838698637808
71,0.09581407616121992,0.07359050577549213,0.0072923158775682895,-0.012177637228005009,0.131028326058101,0.07327743318008212,0.08246909632569341,0.1854550586200778
